symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
US30,M30,2025-12,2025-12-29 14:30:00,2025-12-31 16:30:00,SELL,48599.7,48757.75,48125.55,48284.3,TIME,1.9835,0.012,19.0,100,48742.7,48745.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,29.75,329.75
US30,M30,2025-12,2025-12-30 16:00:00,2025-12-31 08:30:00,SELL,48466.8,48504.89107,48352.52679,48352.52679,TP,2.9501,0.0499,19.0,99,48476.7,48492.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,48.64,378.39
US30,M15,2026-01,2026-01-02 13:45:00,2026-01-02 14:15:00,BUY,48262.2,48237.56786,48336.09643,48237.56786,SL,-1.0771,0.0771,19.0,100,48243.5,48243.8,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-20.38,358.01
US30,M15,2026-01,2026-01-06 13:00:00,2026-01-06 13:45:00,BUY,48984.1,48956.73571,49066.19286,48956.73571,SL,-1.0694,0.0694,19.0,98,48963.4,48970.7,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-19.14,338.87
US30,M30,2026-01,2026-01-07 19:00:00,2026-01-08 14:00:00,SELL,49184.7,49304.06786,48826.59643,48826.59643,TP,2.9841,0.0159,19.0,100,49266.8,49281.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,50.56,389.43
US30,M15,2026-01,2026-01-12 13:45:00,2026-01-12 14:30:00,BUY,49219.4,49193.77143,49296.28571,49193.77143,SL_SAME_BAR,-1.0741,0.0741,19.0,100,49201.6,49203.6,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-20.91,368.52
US30,M15,2026-01,2026-01-19 13:00:00,2026-01-19 13:15:00,BUY,49008.1,48982.0875,49086.1375,48982.0875,SL,-1.073,0.073,19.0,100,48992.6,49005.3,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-19.77,348.75
US30,M30,2026-01,2026-01-20 05:30:00,2026-01-20 06:00:00,SELL,48943.2,48974.33393,48849.79821,48849.79821,TP,2.9325,0.0675,21.0,100,48958.1,48965.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,51.14,399.88
US30,M30,2026-01,2026-01-21 17:00:00,2026-01-21 19:00:00,BUY,48770.7,48659.5125,49104.2625,49104.2625,TP,2.9829,0.0171,19.0,97,48692.2,48737.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,59.64,459.52
US30,M30,2026-01,2026-01-23 14:30:00,2026-01-25 23:00:00,SELL,49159.2,49253.85357,48875.23929,48875.23929,TP,2.9778,0.0222,21.0,100,49222.4,49237.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,68.42,527.94
US30,M30,2026-01,2026-01-27 19:30:00,2026-01-28 00:30:00,SELL,49016.7,49074.225,48844.125,49074.225,SL,-1.033,0.033,19.0,100,49040.7,49050.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-27.27,500.67
US30,M30,2026-01,2026-01-28 06:00:00,2026-01-28 14:30:00,SELL,49063.8,49106.87321,48934.58036,49106.87321,SL,-1.0441,0.0441,19.0,100,49096.5,49100.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-26.14,474.54
US30,M30,2026-01,2026-01-29 06:30:00,2026-01-29 09:00:00,BUY,49035.2,49005.90714,49123.07857,49123.07857,TP,2.9283,0.0717,21.0,96,49014.6,49024.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,69.48,544.01
US30,M15,2026-01,2026-01-30 15:30:00,2026-01-30 15:45:00,BUY,48959.4,48814.85536,49393.03393,48814.85536,SL,-1.0145,0.0145,21.0,100,48838.1,48839.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-27.6,516.42
US30,M15,2026-02,2026-02-02 13:00:00,2026-02-02 14:30:00,BUY,48881.8,48814.52679,49083.61964,48814.52679,SL_SAME_BAR,-1.0312,0.0312,21.0,100,48824.7,48831.3,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-26.63,489.79
US30,M15,2026-02,2026-02-03 15:45:00,2026-02-03 16:30:00,BUY,49486.2,49363.98393,49852.84821,49363.98393,SL,-1.0155,0.0155,19.0,100,49387.8,49411.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-24.87,464.92
