symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,M30,2026-01,2026-01-15 23:00:00,2026-01-16 15:00:00,SELL,4609.022,4619.58027,4545.67239,4619.58027,SL,-1.0002,0.0002,160.0,100,4616.621,4617.411,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.0,285.0
XAUUSD,M30,2026-01,2026-01-21 20:30:00,2026-01-21 21:30:00,SELL,4826.569,4838.77434,4753.33696,4838.77434,SL,-1.0001,0.0001,160.0,100,4827.701,4830.504,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.25,270.75
XAUUSD,M30,2026-01,2026-01-22 01:00:00,2026-01-22 06:00:00,SELL,4795.969,4822.57298,4636.34511,4822.57298,SL,-1.0001,0.0001,160.0,100,4801.693,4815.136,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.54,257.21
XAUUSD,M30,2026-02,2026-02-05 07:00:00,2026-02-05 23:30:00,SELL,4932.529,4965.60629,4734.06529,4734.06529,TP,6.0,0.0,160.0,100,4940.433,4951.97,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,77.16,334.37
XAUUSD,M30,2026-02,2026-02-18 23:00:00,2026-02-19 00:30:00,BUY,4982.218,4960.5227,5112.38982,4960.5227,SL,-1.0001,0.0001,240.0,100,4963.56,4971.015,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-16.72,317.65
XAUUSD,M30,2026-02,2026-02-24 18:00:00,2026-02-24 20:30:00,SELL,5158.356,5170.2358,5087.07718,5170.2358,SL,-1.0002,0.0002,240.0,100,5164.414,5164.884,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.89,301.76
XAUUSD,M30,2026-02,2026-02-25 21:30:00,2026-02-25 23:00:00,SELL,5169.177,5179.03438,5110.03275,5179.03438,SL,-1.0002,0.0002,240.0,100,5173.173,5174.707,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.09,286.67
XAUUSD,M30,2026-03,2026-03-02 02:30:00,2026-03-02 03:00:00,SELL,5346.134,5355.85779,5287.79129,5355.85779,SL,-1.0004,0.0004,360.0,100,5347.392,5349.007,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.34,272.33
XAUUSD,M30,2026-03,2026-03-29 23:30:00,2026-03-30 00:00:00,BUY,4448.566,4436.83666,4518.94204,4436.83666,SL,-1.0002,0.0002,280.0,100,4442.832,4448.664,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.62,258.71
XAUUSD,M30,2026-03,2026-03-30 00:00:00,2026-03-30 00:30:00,BUY,4449.223,4434.97866,4534.68904,4434.97866,SL,-1.0002,0.0002,280.0,100,4441.557,4442.667,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.94,245.78
