symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,M30,2025-12,2025-12-29 00:00:00,2025-12-29 00:30:00,BUY,4487.214,4479.66854,4532.48679,4479.66854,SL,-1.0002,0.0002,160.0,99,4483.566,4484.47,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.0,285.0
XAUUSD,M30,2025-12,2025-12-30 13:00:00,2025-12-30 13:30:00,BUY,4393.515,4386.88652,4433.28589,4386.88652,SL,-1.0002,0.0002,160.0,96,4390.055,4393.155,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.25,270.74
XAUUSD,M30,2025-12,2025-12-31 16:00:00,2025-12-31 18:30:00,BUY,4325.643,4315.89389,4384.13764,4315.89389,SL,-1.0002,0.0002,160.0,99,4319.735,4323.248,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.54,257.2
XAUUSD,M30,2026-01,2026-01-02 16:00:00,2026-01-02 16:30:00,BUY,4321.62,4316.28425,4353.6345,4316.28425,SL,-1.0003,0.0003,160.0,98,4319.735,4323.248,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.86,244.34
XAUUSD,M30,2026-01,2026-01-13 13:00:00,2026-01-13 13:30:00,SELL,4601.294,4607.29121,4565.31071,4607.29121,SL,-1.0003,0.0003,160.0,98,4604.852,4604.882,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.22,232.12
XAUUSD,M30,2026-01,2026-01-15 23:00:00,2026-01-16 15:00:00,SELL,4609.022,4619.58027,4545.67239,4619.58027,SL,-1.0002,0.0002,160.0,100,4616.621,4617.411,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-11.61,220.51
XAUUSD,M30,2026-01,2026-01-21 20:30:00,2026-01-21 21:30:00,SELL,4826.569,4838.77434,4753.33696,4838.77434,SL,-1.0001,0.0001,160.0,100,4827.701,4830.504,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-11.03,209.48
XAUUSD,M30,2026-01,2026-01-22 01:00:00,2026-01-22 06:00:00,SELL,4795.969,4822.57298,4636.34511,4822.57298,SL,-1.0001,0.0001,160.0,100,4801.693,4815.136,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-10.48,199.01
XAUUSD,M30,2026-02,2026-02-03 02:00:00,2026-02-03 02:30:00,BUY,4772.933,4748.85852,4917.37989,4748.85852,SL,-1.0001,0.0001,160.0,99,4763.456,4766.243,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-9.95,189.06
XAUUSD,M30,2026-02,2026-02-05 07:00:00,2026-02-05 23:30:00,SELL,4932.529,4965.60629,4734.06529,4734.06529,TP,6.0,0.0,160.0,100,4940.433,4951.97,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,56.72,245.78
