symbol,range_minutes,atr_stop_fraction,relative_volume_min,training_selection_score,robust_score,train_start,train_end,train_starting_balance,train_ending_balance,train_net_profit,train_return_percent,train_max_drawdown_percent,train_trades,train_wins,train_losses,train_win_rate_percent,train_profit_factor,train_total_r,train_average_r,train_sharpe,train_skipped_below_broker_minimum,validation_start,validation_end,validation_starting_balance,validation_ending_balance,validation_net_profit,validation_return_percent,validation_max_drawdown_percent,validation_trades,validation_wins,validation_losses,validation_win_rate_percent,validation_profit_factor,validation_total_r,validation_average_r,validation_sharpe,validation_skipped_below_broker_minimum,full_start,full_end,full_starting_balance,full_ending_balance,full_net_profit,full_return_percent,full_max_drawdown_percent,full_trades,full_wins,full_losses,full_win_rate_percent,full_profit_factor,full_total_r,full_average_r,full_sharpe,full_skipped_below_broker_minimum
MSFT,15,0.075,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASML,15,0.1,0.75,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7
ASML,15,0.1,1.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
NVDA,15,0.1,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMD,15,0.1,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
TSLA,15,0.1,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NFLX,15,0.1,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASML,15,0.1,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
AMZN,15,0.1,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NVDA,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMD,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
TSLA,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FSLR,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
WDC,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
NFLX,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASML,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
CDNS,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
META,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMZN,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AAPL,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MSFT,15,0.1,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NVDA,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMD,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TSLA,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FSLR,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RCL,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
W,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ADBE,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
WDC,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NFLX,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASML,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
CDNS,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
META,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMZN,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AAPL,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MSFT,15,0.1,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMD,15,0.15,0.75,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12
WDC,15,0.15,0.75,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,8
ASML,15,0.15,0.75,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7
AMD,15,0.15,1.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,10
WDC,15,0.15,1.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7
ASML,15,0.15,1.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
NVDA,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMD,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
TSLA,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
WDC,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
NFLX,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASML,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
AMZN,15,0.15,1.25,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NVDA,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMD,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
TSLA,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FSLR,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
WDC,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
NFLX,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASML,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
CDNS,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
META,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AMZN,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AAPL,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MSFT,15,0.15,1.5,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NVDA,15,0.15,2.0,-1000000000.0,-1000000000.0,2026-05-08,2026-06-24,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-06-25,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2026-05-08,2026-07-07,300.0,300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
