policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_score,ORB,NZDUSD,M15,2026-05,2026-05-29 00:15:00,2026-06-01 00:15:00,BUY,0.59458,0.592993,4.0,0.59751,timeout,1.3346,95,0.00127,0.0882,14.0,0.4271,4.6789,"max(structure,1.25ATR)",score,ORB 15m breakout,300.0,15.0,20.02,320.02
dynamic_score,ORB,AUDUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 11:00:00,SELL,0.71287,0.713882,4.0,0.713882,loss,-1.0889,95,0.00081,0.0889,9.0,0.2083,3.4892,"max(structure,1.25ATR)",score,ORB 15m breakout,320.02,16.0,-17.42,302.6
dynamic_score,LTA,AUDUSD,M15,2026-06,2026-06-10 00:30:00,2026-06-10 12:30:00,SELL,0.70189,0.70325,6.0,0.70189,trail_stop,0.4338,98,0.000526,0.0662,9.0,0.5625,,"max(structure,0.80ATR)",score,Entry Model 3 - Confirmation of Internal Structure,302.6,15.13,6.56,309.16
dynamic_score,ORB,GBPUSD,M15,2026-06,2026-06-21 23:15:00,2026-06-22 00:45:00,SELL,1.32078,1.322148,4.0,1.322148,loss,-1.0731,95,0.001094,0.0731,10.0,0.8958,0.1645,"max(structure,1.25ATR)",score,ORB 15m breakout,309.16,15.46,-16.59,292.57
dynamic_score,LTA,GBPJPY,M15,2026-06,2026-06-24 03:30:00,2026-06-24 06:15:00,BUY,213.253,213.03023,5.0,213.253,trail_stop,0.4012,96,0.0985,0.0988,22.0,0.5208,,"max(structure,0.80ATR)",score,Entry Model 1 - Double Wick Confirmation,292.57,14.63,5.87,298.44
