bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,AUDUSD,M15,LTA:AUDUSD:M15,17455,2026-01-26 05:30:00,SELL,0.69137,0.69187,6.0,91,0.0004878571428571272,0.16666666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,17461,2026-01-26 07:00:00,SELL,0.69113,0.69215,6.0,91,0.0005278571428571276,0.3020833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,18214,2026-02-05 03:15:00,SELL,0.69667,0.70034,6.0,90,0.0009564285714285882,0.78125,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,18682,2026-02-12 00:15:00,BUY,0.71295,0.71184,6.0,90,0.0003742857142857238,0.15625,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,18703,2026-02-12 05:30:00,BUY,0.71207,0.71104,6.0,97,0.0006371428571428599,0.6354166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,18781,2026-02-13 01:00:00,BUY,0.70906,0.70797,6.0,92,0.0004557142857142815,0.13541666666666666,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,18784,2026-02-13 01:45:00,SELL,0.70867,0.70978,6.0,92,0.0005878571428571479,0.3125,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,18901,2026-02-16 07:00:00,SELL,0.70848,0.70955,6.0,99,0.0004578571428571448,0.08333333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19078,2026-02-18 03:15:00,BUY,0.70678,0.70646,6.0,96,0.0004342857142857045,0.21875,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19087,2026-02-18 05:30:00,SELL,0.70664,0.70726,6.0,100,0.0003378571428571279,0.13541666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19093,2026-02-18 07:00:00,SELL,0.70671,0.70741,6.0,100,0.00034999999999998525,0.21875,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19183,2026-02-19 05:30:00,BUY,0.7052,0.70443,6.0,99,0.0004821428571428516,0.5,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19375,2026-02-23 05:30:00,BUY,0.70727,0.70651,6.0,100,0.0004349999999999791,0.5,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19456,2026-02-24 01:45:00,BUY,0.70576,0.70471,6.0,91,0.0004957142857142898,0.375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19666,2026-02-26 06:15:00,SELL,0.7129,0.71359,6.0,94,0.0004292857142857352,0.3020833333333333,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19936,2026-03-03 01:45:00,SELL,0.71003,0.71234,6.0,92,0.0007178571428571352,0.09375,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,19948,2026-03-03 04:45:00,SELL,0.71036,0.71153,6.0,96,0.0009592857142857102,0.59375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,20128,2026-03-05 01:45:00,SELL,0.70645,0.70896,6.0,91,0.0006064285714285871,0.22916666666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,20611,2026-03-12 01:45:00,SELL,0.71502,0.71615,6.0,92,0.0007592857142857243,0.34375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21088,2026-03-19 01:00:00,SELL,0.70392,0.70476,6.0,91,0.000707857142857141,0.5833333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21091,2026-03-19 01:45:00,SELL,0.70419,0.7048,6.0,91,0.0006928571428571538,0.5520833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21277,2026-03-23 00:15:00,SELL,0.70066,0.70162,6.0,99,0.0008364285714285792,0.5520833333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21295,2026-03-23 04:45:00,SELL,0.69791,0.69874,6.0,100,0.0007128571428571341,0.20833333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21391,2026-03-24 04:45:00,BUY,0.69658,0.69582,6.0,96,0.0008092857142857425,0.2916666666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21472,2026-03-25 01:00:00,SELL,0.69905,0.70046,6.0,91,0.0007664285714286044,0.11458333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21577,2026-03-26 03:15:00,BUY,0.69461,0.6931,6.0,94,0.0005400000000000167,0.3645833333333333,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,21856,2026-03-31 01:00:00,SELL,0.68558,0.68648,6.0,92,0.0006835714285714263,0.6979166666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,22429,2026-04-08 00:15:00,SELL,0.70594,0.70868,6.0,92,0.0016114285714285731,1.0,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,22915,2026-04-15 01:45:00,BUY,0.7127,0.71215,6.0,92,0.0003535714285714372,0.25,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23011,2026-04-16 01:45:00,BUY,0.71764,0.7162,6.0,97,0.0004271428571428799,0.5208333333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23101,2026-04-17 00:15:00,BUY,0.71595,0.71531,6.0,91,0.0003100000000000087,0.17708333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23401,2026-04-22 03:15:00,BUY,0.71585,0.71519,6.0,100,0.0004871428571428606,0.375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23485,2026-04-23 00:15:00,BUY,0.7161,0.71359,6.0,91,0.0004907142857142967,0.5625,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23488,2026-04-23 01:00:00,SELL,0.71574,0.71672,6.0,92,0.0005435714285714369,0.8125,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23677,2026-04-27 00:15:00,BUY,0.71469,0.71404,6.0,92,0.0005392857142856945,0.7083333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23692,2026-04-27 04:00:00,SELL,0.71715,0.71776,6.0,94,0.0004657142857142836,0.3125,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,23872,2026-04-29 01:00:00,SELL,0.71774,0.71898,6.0,91,0.0003142857142857035,0.21875,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,24082,2026-05-01 05:30:00,BUY,0.71931,0.71882,6.0,96,0.00031571428571428424,0.010416666666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,24253,2026-05-05 00:15:00,SELL,0.71602,0.71715,6.0,97,0.00021571428571428734,0.07291666666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,24271,2026-05-05 04:45:00,SELL,0.71513,0.7171,6.0,100,0.0005500000000000029,0.59375,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,24445,2026-05-07 00:15:00,SELL,0.72362,0.72401,6.0,92,0.00028571428571430184,0.125,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,24640,2026-05-11 01:00:00,SELL,0.72339,0.72406,6.0,97,0.0005371428571428709,0.7083333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,25309,2026-05-20 00:15:00,BUY,0.7101,0.7095,6.0,90,0.00029642857142857845,0.10416666666666667,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,25804,2026-05-27 04:00:00,BUY,0.7162,0.71552,6.0,98,0.0006335714285714397,1.0,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,25810,2026-05-27 05:30:00,SELL,0.7157,0.71642,6.0,100,0.00043928571428572934,0.5416666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,26002,2026-05-29 05:30:00,SELL,0.71628,0.71674,6.0,96,0.00035214285714286434,0.3020833333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,26176,2026-06-02 01:00:00,BUY,0.71658,0.71563,6.0,95,0.00037000000000000525,0.5,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,26188,2026-06-02 04:00:00,SELL,0.71587,0.71616,6.0,94,0.0004757142857142777,0.6666666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,26755,2026-06-10 01:45:00,SELL,0.70258,0.70327,6.0,92,0.0006335714285714079,0.78125,,Entry Model 1 - Double Wick Confirmation
