symbol,phase,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_expectancy_r,train_average_rr,train_longs,train_shorts,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_expectancy_r,validation_average_rr,validation_longs,validation_shorts
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""all-day"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""ema50""}",-133.45260133714015,-56.91256525907426,0.7865563031857143,33.80782918149466,61.80041999975958,562,-2.2768328528778374,-0.9209090368527538,-0.1413616924155725,1.5531969832383317,313,249,4.112756164155029,1.0125003426528363,39.73634651600753,22.793334384056962,531,0.26427658485174993,0.18043679326846274,0.016627896529420125,1.5739912290498654,289,242
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""ema50""}",-94.38811264200312,-33.18489321428542,0.818636168781456,33.95061728395062,42.83022520121942,324,-1.6529341241269875,-0.774800810838151,-0.11538466036407063,1.6846673448504668,182,142,35.260210800301216,1.219606901469706,40.58577405857741,9.909498935136618,239,1.8689317769609308,3.558223380526061,0.13685238314095724,1.8494027216154376,125,114
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""london"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""ema50""}",-61.89887560769206,-5.672929979538832,0.5658374870481906,22.22222222222222,9.13711622152097,18,-3.8210405930026314,-0.6208665668690064,-0.31616081659667333,1.98,9,9,5.319250873580761,1.3436214932635102,44.0,6.940286294574816,25,2.411357128654048,0.7664310444568823,0.2180785712572949,1.8143607628067302,9,16
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""new-york"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""ema50""}",-90.89859704063653,-28.869153857382322,0.7450994887184451,37.5,30.906585596517722,248,-2.1969943656125746,-0.9340777475152429,-0.1314043551778888,1.0969035344731421,133,115,-27.337434736952225,0.7942217772462488,38.275862068965516,37.23673206879992,290,-1.6418040707184411,-0.7341523602673458,-0.1032153474080131,1.2406612994804056,155,135
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""overlap"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""ema50""}",-10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""london-new-york"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""ema50""}",-105.0632797853805,-36.506443792245925,0.6824538916976792,35.27131782945737,38.18604107025856,258,-2.837658396586827,-0.9560154121522485,-0.16999840652096251,1.1305566221271603,140,118,-25.80326878881818,0.8176864487620589,38.613861386138616,32.858708176435115,303,-1.497822613181327,-0.7852794653480383,-0.09139713548708835,1.2673122318509549,160,143
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""all-day"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M15"", ""trend"": ""ema50""}",-115.1707092935467,-45.19342927539576,0.8055064366986953,33.07291666666667,56.63688641911103,384,-2.3168324613226234,-0.797950454778992,-0.1478591160902832,1.6305264748318296,222,162,22.8292459323588,1.1060082355886949,41.082802547770704,23.420368691904358,314,1.059919925881555,0.9747603136687643,0.07487304231603345,1.6259658864640985,191,123
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M15"", ""trend"": ""ema50""}",-101.78485676187397,-36.976037739745514,0.8063725825892305,33.43949044585987,48.80921724063047,314,-2.0757998541662217,-0.7575626045681674,-0.1383610140140743,1.625312880137852,179,135,15.141146714385044,1.10804791123604,39.719626168224295,23.54685637232864,214,1.0462005099102982,0.6430220015347075,0.07556535762288609,1.7198087761335317,131,83
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""london"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M15"", ""trend"": ""ema50""}",-9963.0,-1.8410015616895703,0.9072441377363297,35.714285714285715,16.761703908618053,28,-0.6504556532727359,-0.1098337956407294,-0.054284126323186674,1.98,11,17,-4.276605896213026,0.3865739721632146,22.22222222222222,5.788875368377566,9,-6.622279109539429,-0.7387628207673125,-0.4790170540311796,1.4144232568596917,6,3
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""new-york"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M15"", ""trend"": ""ema50""}",-9950.0,-2.2499885070014325,0.7133347701294971,28.57142857142857,4.711901141524044,14,-2.2734421734721644,-0.4775118236614114,-0.1568700612145347,1.4037732953711812,7,7,1.8739272945174301,1.0982564731799918,47.22222222222222,9.765487420039609,36,0.6726135676808824,0.19189285838123885,0.06110798419820765,1.2621863360571859,24,12
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""overlap"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M15"", ""trend"": ""ema50""}",-10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
XAUUSD,timeframe-session,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""london-new-york"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M15"", ""trend"": ""ema50""}",-45.40091270968619,-4.049567745139271,0.852808381736642,33.33333333333333,13.158313442109348,42,-1.2016626006452886,-0.30775735529903164,-0.088479437953636,1.8153637986774807,18,24,-2.48281908686363,0.9018349966792222,42.22222222222222,12.655775621761546,45,-0.537927832289009,-0.19618071314368396,-0.046917023447669806,1.2782112750890289,30,15
