deal,time,time_msc,symbol,position_id,magic,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2021.09.05 00:00:00,1630800000000,,0,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2021.09.10 06:00:00,1631253600001,XAUUSD,2,91330002,0,0,3,0.08,1802.508,0.0,-0.44,0.0,0.0,3WG|2
3,2021.09.10 09:52:26,1631267546000,XAUUSD,2,91330002,1,1,4,0.08,1798.637,-30.96,0.0,0.0,0.0,sl 1798.646
4,2021.09.14 15:00:00,1631631600001,XAUUSD,4,91330002,0,0,3,0.06,1804.788,0.0,-0.33,0.0,0.0,3WG|2
5,2021.09.14 15:14:26,1631632466557,XAUUSD,4,91330002,1,1,5,0.06,1807.429,15.84,0.0,0.0,0.0,tp 1807.426
6,2021.09.20 23:00:00,1632178800001,XAUUSD,6,91330002,0,0,3,0.08,1764.305,0.0,-0.44,0.0,0.0,3WG|2
7,2021.09.21 07:00:35,1632207635999,XAUUSD,6,91330002,1,1,4,0.08,1760.127,-33.42,0.0,-4.28,0.0,sl 1760.139
8,2021.09.30 15:00:00,1633014000001,XAUUSD,8,91330002,0,0,3,0.06,1757.523,0.0,-0.33,0.0,0.0,3WG|2
9,2021.09.30 15:08:41,1633014521115,XAUUSD,8,91330002,1,1,5,0.06,1760.364,17.04,0.0,0.0,0.0,tp 1760.349
10,2021.10.06 16:00:00,1633536000001,XAUUSD,10,91330002,0,0,3,0.07,1762.175,0.0,-0.39,0.0,0.0,3WG|2
11,2021.10.06 18:55:15,1633546515000,XAUUSD,10,91330002,1,1,5,0.07,1764.54,16.55,0.0,0.0,0.0,tp 1764.535
12,2021.10.12 06:00:00,1634018400001,XAUUSD,12,91330002,0,0,3,0.12,1761.941,0.0,-0.66,0.0,0.0,3WG|2
13,2021.10.12 07:12:12,1634022732656,XAUUSD,12,91330002,1,1,4,0.12,1759.44,-30.01,0.0,0.0,0.0,sl 1759.441
14,2021.10.19 07:00:00,1634626800001,XAUUSD,14,91330002,0,0,3,0.12,1778.994,0.0,-0.66,0.0,0.0,3WG|2
15,2021.10.19 07:37:26,1634629046776,XAUUSD,14,91330002,1,1,5,0.12,1780.367,16.47,0.0,0.0,0.0,tp 1780.325
16,2021.10.20 06:00:00,1634709600001,XAUUSD,16,91330002,0,0,3,0.11,1776.671,0.0,-0.61,0.0,0.0,3WG|2
17,2021.10.20 08:35:30,1634718930909,XAUUSD,16,91330002,1,1,5,0.11,1778.045,15.12,0.0,0.0,0.0,tp 1778.032
18,2021.11.01 16:00:00,1635782400001,XAUUSD,18,91330002,0,0,3,0.08,1793.154,0.0,-0.44,0.0,0.0,3WG|2
19,2021.11.02 06:22:30,1635834150000,XAUUSD,18,91330002,1,1,5,0.08,1795.147,15.95,0.0,-4.28,0.0,tp 1795.127
20,2021.11.04 14:00:00,1636034400001,XAUUSD,20,91330002,0,0,3,0.08,1796.742,0.0,-0.44,0.0,0.0,3WG|2
21,2021.11.04 14:25:41,1636035941753,XAUUSD,20,91330002,1,1,5,0.08,1798.764,16.17,0.0,0.0,0.0,tp 1798.739
22,2021.11.17 13:00:00,1637154000001,XAUUSD,22,91330002,0,0,3,0.1,1864.043,0.0,-0.55,0.0,0.0,3WG|2
23,2021.11.17 13:02:39,1637154159699,XAUUSD,22,91330002,1,1,5,0.1,1865.656,16.13,0.0,0.0,0.0,tp 1865.614
24,2021.11.26 07:00:00,1637910000001,XAUUSD,24,91330002,0,0,3,0.1,1801.401,0.0,-0.55,0.0,0.0,3WG|2
25,2021.11.26 07:07:23,1637910443846,XAUUSD,24,91330002,1,1,5,0.1,1802.969,15.68,0.0,0.0,0.0,tp 1802.947
26,2021.12.03 19:00:00,1638558000001,XAUUSD,26,91330002,0,0,3,0.06,1784.218,0.0,-0.33,0.0,0.0,3WG|2
27,2021.12.06 02:04:32,1638756272000,XAUUSD,26,91330002,1,1,5,0.06,1786.97,16.51,0.0,-3.21,0.0,tp 1786.955
28,2021.12.16 02:00:00,1639620000001,XAUUSD,28,91330002,0,0,3,0.06,1782.889,0.0,-0.33,0.0,0.0,3WG|2
29,2021.12.16 07:04:05,1639638245357,XAUUSD,28,91330002,1,1,5,0.06,1785.845,17.74,0.0,0.0,0.0,tp 1785.802
30,2021.12.22 17:00:00,1640192400001,XAUUSD,30,91330002,0,0,3,0.1,1798.432,0.0,-0.55,0.0,0.0,3WG|2
31,2021.12.22 18:00:36,1640196036000,XAUUSD,30,91330002,1,1,5,0.1,1799.979,15.47,0.0,0.0,0.0,tp 1799.966
32,2021.12.30 17:00:00,1640883600001,XAUUSD,32,91330002,0,0,3,0.09,1813.642,0.0,-0.5,0.0,0.0,3WG|2
33,2021.12.30 20:01:02,1640894462000,XAUUSD,32,91330002,1,1,5,0.09,1815.361,15.47,0.0,0.0,0.0,tp 1815.345
34,2022.01.04 19:00:00,1641322800001,XAUUSD,34,91330002,0,0,3,0.07,1815.225,0.0,-0.39,0.0,0.0,3WG|2
35,2022.01.05 08:21:40,1641370900188,XAUUSD,34,91330002,1,1,5,0.07,1817.447,15.55,0.0,-3.74,0.0,tp 1817.430
