policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_capped,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 05:30:00,SELL,72.988,73.824,4.0,72.988,trail_stop,-0.0004,91,0.38,0.0004,30.0,0.7292,,"min(max(structure,1.10ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-0.01,299.99
dynamic_capped,LTA,XAGUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-29 00:00:00,SELL,75.574,76.047786,3.0,76.047786,loss,-1.0006,98,0.430714,0.0006,30.0,0.8438,,"min(max(structure,1.10ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,299.99,15.0,-15.01,284.99
dynamic_capped,LTA,XAUUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-29 01:15:00,SELL,4502.156,4518.289229,3.0,4518.289229,loss,-1.0002,98,14.666571,0.0002,280.0,0.8646,,"min(max(structure,1.10ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,284.99,14.25,-14.25,270.73
dynamic_capped,LTA,XAUUSD,M15,2026-05,2026-05-29 01:45:00,2026-05-29 12:15:00,BUY,4506.564,4490.76396,5.0,4522.36404,trail_stop,0.9998,98,7.560286,0.0002,280.0,0.2292,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,270.73,13.54,13.53,284.27
dynamic_capped,LTA,XAGUSD,M15,2026-06,2026-06-02 01:30:00,2026-06-02 03:00:00,SELL,75.343,75.95324,4.0,75.343,trail_stop,-0.0005,98,0.294929,0.0005,30.0,0.4896,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,284.27,14.21,-0.01,284.26
dynamic_capped,LTA,XAUUSD,M15,2026-06,2026-06-02 07:30:00,2026-06-02 23:00:00,SELL,4531.813,4542.73601,5.0,4477.19795,win,4.9997,99,7.600071,0.0003,280.0,0.3438,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,284.26,14.21,71.06,355.32
dynamic_capped,LTA,XAGUSD,M15,2026-06,2026-06-02 08:15:00,2026-06-02 11:30:00,SELL,76.747,77.05236,4.0,76.44164,trail_stop,0.999,90,0.315714,0.001,30.0,0.5417,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,355.32,17.77,17.75,373.07
dynamic_capped,LTA,XAGUSD,M15,2026-06,2026-06-03 01:00:00,2026-06-03 03:00:00,SELL,74.515,75.181443,4.0,75.181443,loss,-1.0005,100,0.302929,0.0005,30.0,0.6042,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure + Entry Model 2 - Internal Swing Confirmation,373.07,18.65,-18.66,354.41
dynamic_capped,LTA,XAGUSD,M15,2026-06,2026-06-03 07:45:00,2026-06-03 10:00:00,SELL,74.075,74.7174,4.0,74.7174,loss,-1.0005,93,0.292,0.0005,30.0,0.5833,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,354.41,17.72,-17.73,336.68
dynamic_capped,LTA,XAUUSD,M15,2026-06,2026-06-03 07:45:00,2026-06-03 14:00:00,SELL,4453.345,4473.67659,3.0,4453.345,trail_stop,-0.0001,95,9.570571,0.0001,280.0,0.9062,,"min(max(structure,1.10ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,336.68,16.83,-0.0,336.68
