instrument,symbol,session_date,direction,entry_mode,stop_mode,exit_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,portfolio_risk_cash,portfolio_pnl_cash,portfolio_balance_after_exit,asian_high,asian_low,asian_range,adr,range_adr_fraction,mae_r,ambiguous_bar
GBPJPY,GBPJPYb,2025-08-05,buy,confirmed_close,opposite,fixed,0.5,2025-08-05 09:45:00+00:00,2025-08-05 11:30:00+00:00,195.627,195.028,195.92650000000003,195.92650000000003,0.5,win,18.20973917032337,9.104869585161685,919.5918281013302,195.557,195.028,0.5289999999999964,1.4842142857142875,0.35641753693632705,-0.18530884808015874,False
GBPJPY,GBPJPYb,2025-08-11,buy,confirmed_close,opposite,fixed,0.5,2025-08-11 09:00:00+00:00,2025-08-11 10:41:00+00:00,198.698,198.354,198.87,198.354,-1.0,loss,20.788258346902722,-20.788258346902722,1018.6246589982334,198.677,198.354,0.3229999999999791,1.5343571428571445,0.21051161491549286,-1.0,False
GBPJPY,GBPJPYb,2025-08-12,buy,confirmed_close,opposite,fixed,0.5,2025-08-12 10:15:00+00:00,2025-08-12 11:31:00+00:00,199.406,198.78,199.719,199.719,0.5,win,20.1521376414875,10.07606882074375,1047.91115735735,199.394,198.78,0.6140000000000043,1.4648571428571435,0.41915350107275484,-0.12300319488817507,False
GBPJPY,GBPJPYb,2025-08-18,sell,confirmed_close,opposite,fixed,0.5,2025-08-18 10:15:00+00:00,2025-08-18 15:34:00+00:00,199.386,200.0,199.079,200.0,-1.0,loss,21.89926377957857,-21.89926377957857,1051.1646614197712,200.0,199.432,0.568000000000012,1.524714285714288,0.37252881101846513,-1.0,False
GBPJPY,GBPJPYb,2025-08-20,buy,confirmed_close,opposite,fixed,0.5,2025-08-20 11:00:00+00:00,2025-08-20 15:58:00+00:00,199.431,198.631,199.83100000000002,198.631,-1.0,loss,21.14041738074465,-21.14041738074465,1035.880451656488,199.256,198.631,0.625,1.5372142857142868,0.4065796199061379,-1.0,False
GBPJPY,GBPJPYb,2025-08-21,buy,confirmed_close,opposite,fixed,0.5,2025-08-21 10:45:00+00:00,2025-08-21 11:09:00+00:00,198.456,198.122,198.623,198.623,0.5,win,21.49493941961538,10.74746970980769,1085.4944406905768,198.449,198.122,0.3269999999999982,1.4682142857142861,0.22271953296034896,-0.05089820359280597,False
GBPJPY,GBPJPYb,2025-08-22,buy,confirmed_close,opposite,fixed,0.5,2025-08-22 12:00:00+00:00,2025-08-22 17:00:00+00:00,199.363,198.826,199.63150000000002,199.127,-0.4394785847299577,loss,20.875139664850625,-9.174176835948757,1013.7076667417319,199.324,198.826,0.49800000000001887,1.2564285714285697,0.3963615690733527,-0.6797020484171414,False
GBPJPY,GBPJPYb,2025-08-28,sell,confirmed_close,opposite,fixed,0.5,2025-08-28 08:30:00+00:00,2025-08-28 17:00:00+00:00,198.66,199.141,198.4195,198.602,0.12058212058210682,win,19.483219858466285,2.3493279663012796,967.9014394047774,199.141,198.677,0.46399999999999864,1.101785714285713,0.42113452188006406,-0.6611226611226937,False
GBPJPY,GBPJPYb,2025-08-29,sell,confirmed_close,opposite,fixed,0.5,2025-08-29 11:15:00+00:00,2025-08-29 13:00:00+00:00,198.19,198.665,197.9525,197.9525,0.5,win,20.034656854931626,10.017328427465813,1011.7501711740471,198.665,198.273,0.3919999999999959,1.0512857142857135,0.3728767495583603,-0.023157894736833287,False
GBPJPY,GBPJPYb,2025-09-03,sell,confirmed_close,opposite,fixed,0.5,2025-09-03 09:00:00+00:00,2025-09-03 11:27:00+00:00,198.567,199.067,198.317,199.067,-1.0,loss,20.54191279410302,-20.54191279410302,1006.5537269110479,199.067,198.582,0.48500000000001364,1.1089999999999987,0.43733092876466567,-1.0,False
GBPJPY,GBPJPYb,2025-09-05,buy,confirmed_close,opposite,fixed,0.5,2025-09-05 09:15:00+00:00,2025-09-05 13:09:00+00:00,199.59,199.223,199.7735,199.7735,0.5,win,19.587102839220933,9.793551419610466,989.148693380657,199.565,199.223,0.34199999999998454,1.0764285714285668,0.3177173191771602,-0.6130790190735703,False
GBPJPY,GBPJPYb,2025-09-09,sell,confirmed_close,opposite,fixed,0.5,2025-09-09 08:30:00+00:00,2025-09-09 11:15:00+00:00,199.533,199.876,199.36149999999998,199.36149999999998,0.5,win,22.156189731135147,11.078094865567573,1118.887581422325,199.876,199.562,0.31399999999999295,1.0883571428571384,0.28850823652949525,-0.7551020408163299,False
GBPJPY,GBPJPYb,2025-09-10,buy,confirmed_close,opposite,fixed,0.5,2025-09-10 09:15:00+00:00,2025-09-10 17:00:00+00:00,199.617,199.175,199.83799999999997,199.748,0.29638009049775227,win,22.632213400573665,6.707737455826464,1160.9506208850833,199.578,199.175,0.4029999999999916,1.0524999999999949,0.38289786223277295,-0.48190045248869695,False
GBPJPY,GBPJPYb,2025-09-11,buy,confirmed_close,opposite,fixed,0.5,2025-09-11 09:15:00+00:00,2025-09-11 09:32:00+00:00,199.615,199.315,199.76500000000001,199.76500000000001,0.5,win,23.219012417701666,11.609506208850833,1172.5601270939342,199.533,199.315,0.2179999999999893,1.0183571428571372,0.21407028126533403,-0.09000000000004738,False
