month,train_start,train_end,objective,top_n,cost_mode,selected_rule_ids,best_score,equivalent_transactions
2023-07-01,2022-07-01,2023-06-30,mean,50,paper,6980;6881;6884;7007;6854;6995;6869;7010;6989;7001;7004;6986;4916;8997;4910;6992;4922;4859;6851;6833;6803;4844;4814;6866;4919;4856;4907;6977;4751;4799;4829;4931;4946;8982;8967;6983;4784;4925;6848;6998;6818;4748;7016;4841;4736;7013;6860;4934;6830;4766,0.001484106294810772,7.87999994277954
2023-08-01,2022-08-01,2023-07-31,mean,50,paper,6980;6881;6884;4910;6995;6869;7007;4922;4925;6854;7010;4916;4859;4919;4844;6986;7001;4907;6992;4829;4913;6989;6977;4856;7004;4949;4940;4931;6851;6866;4841;4928;4934;6998;4880;4892;4946;4865;4826;6983;7013;4877;4937;4943;4904;4751;7016;4847;6959;4748,0.0012364030117169023,12.319999656677245
2023-09-01,2022-09-01,2023-08-31,mean,50,paper,6881;6980;4910;6869;6884;6995;4925;4922;6854;7007;4913;6851;4907;6866;7010;6992;4940;7001;4928;6986;7082;6848;6878;6860;6998;6977;6929;6983;4943;6899;4937;6914;4916;7067;6875;6845;6902;6863;7016;6689;6704;6926;6917;7004;6911;7013;6887;4859;4931;6989,0.0015784356510266662,11.119999618530274
2023-10-01,2022-10-01,2023-09-30,mean,50,paper,6980;6995;7007;6992;7010;6977;4910;4913;4925;6983;6881;6998;7001;4940;6986;4928;4943;7013;7016;4916;4922;6851;6866;4907;6878;6848;4931;6833;6869;4937;4919;6884;6818;6860;4946;6803;6863;4949;6989;6836;7004;6875;6857;6854;7046;6845;6839;4934;6806;6821,0.001792332623153925,7.479999828338623
2023-11-01,2022-11-01,2023-10-31,mean,50,paper,6980;6995;7010;7007;6992;6977;6998;6983;6986;7001;7013;6881;7016;6851;6818;6833;6866;6803;6878;6848;7046;4913;4910;6830;6812;6821;6863;6806;6797;6875;6989;6836;7061;6860;6845;7004;6800;4940;4925;7031;4943;6815;6827;4928;6884;6839;6869;6857;4916;6872,0.0025220022071152925,7.319999828338623
2023-12-01,2022-12-01,2023-11-30,mean,50,paper,6860;6980;6845;6875;6881;6851;6848;6866;6995;6878;6863;6872;6857;6818;6803;6833;7010;6842;6812;6998;6830;6797;6983;6800;6821;6899;6911;6806;6884;6836;6827;6815;6926;6896;7007;6914;6644;6704;6929;6689;6986;6596;6608;6629;6869;7013;6593;7001;6578;6581,0.0023973931092768908,7.479999923706055
2024-01-01,2023-01-01,2023-12-31,mean,50,paper,6833;6860;6818;6803;6845;6980;6875;6851;6881;6806;6821;6836;6866;6995;6872;6857;6878;6830;6848;6863;6800;6842;7010;6815;6827;6884;6812;6899;6911;6797;6689;6926;6896;6929;6914;6608;6593;6869;6704;6998;6578;6839;7064;6923;6983;6644;6629;6569;6824;6611,0.0025842308532446623,11.740000190734863
2024-02-01,2023-02-01,2024-01-31,mean,50,paper,6881;6866;6851;6818;6803;6833;6569;6830;6884;6539;6554;6899;6860;6800;6845;6689;6869;6536;6815;6911;6929;6608;6875;6926;6593;6578;6914;6896;6980;6806;6821;6551;6854;6704;6836;6878;6827;6566;6863;6563;6848;6872;6995;6857;6683;6341;5999;6311;6668;6326,0.0019933637231588364,9.059999885559082
2024-03-01,2023-03-01,2024-02-29,mean,50,paper,6833;6836;6818;6803;6830;6800;6815;6005;5990;6806;6020;6821;6827;6593;5756;6578;5999;6812;6608;5996;6014;5759;6797;6029;5729;6011;6824;5744;5654;6839;5639;5669;6974;6980;6161;6959;6944;6062;6017;5993;6569;6032;6008;7112;6881;6047;6023;6977;6992;6002,0.0030576903373003006,9.479999942779541
2024-04-01,2023-04-01,2024-03-31,mean,50,paper,7565;7580;7595;7640;7112;7115;7130;7127;7142;5759;5756;7951;5729;5744;7145;7535;7550;7520;7625;7610;6161;6974;6956;6941;6899;6944;6959;6971;7136;6929;7133;7121;6914;7118;7148;6083;6689;6131;6146;6713;6728;6092;6077;7594;7921;7936;6098;6749;6734;6719,0.0027972629759460688,7.3400000381469725
2024-05-01,2023-05-01,2024-04-30,mean,50,paper,7640;7580;7595;7565;7951;7625;7610;7622;7607;7533;7548;7518;7637;7936;7921;7523;7538;7553;7127;7546;7516;7531;8995;8965;8980;7639;7535;7520;7550;7112;7142;7115;7130;6674;6749;6689;7136;6734;6719;6713;6728;6671;6899;6686;6698;7145;7064;6161;6929;7121,0.0024652122519910336,5.939999771118164
2024-06-01,2023-06-01,2024-05-31,mean,50,paper,7610;7640;7625;7531;7546;7516;7580;7565;7595;7951;7909;7879;7894;7639;7609;7624;7594;7564;7579;7725;7695;7710;7533;7518;7548;7520;7535;7550;7936;7921;8799;8784;7912;7882;7897;8995;8980;8965;9060;9075;9045;8460;8475;8490;8514;8823;8544;8529;8172;8157,0.0028605901170521975,3.619999933242798
2024-07-01,2023-07-01,2024-06-30,mean,50,paper,7710;7725;7695;9075;9045;9060;8799;8784;9312;9297;9282;7516;7546;7531;8475;8460;8490;7640;7610;7625;8142;8314;9465;9450;8112;8127;8823;8853;8529;8544;8187;8172;8157;8838;8514;7879;7909;7894;7921;7936;7951;7912;7897;7882;9480;7013;8965;8995;8980;6998,0.002494328422471881,1.6799999952316285
2024-08-01,2023-08-01,2024-07-31,mean,50,paper,7897;7882;7912;7546;7531;7516;9075;9060;9045;7909;7879;7894;7710;7725;7695;8475;8460;8490;9282;9297;9312;8799;8784;7013;6713;6728;6743;6998;6983;6671;6686;6698;6701;6674;6689;6749;6656;6884;6899;6719;6734;6929;6914;6668;6683;7010;6632;6653;6704;6380,0.0026551256887614727,5.9199998092651365
2024-09-01,2023-09-01,2024-08-31,mean,50,paper,7013;7882;7897;7912;6998;6983;9075;9060;9045;7710;7695;7725;7909;7894;7879;7531;7516;7546;9282;9312;9297;8475;8460;8490;9450;9465;9480;7010;8799;8784;7019;6989;7004;6986;6980;7001;5354;5339;5324;6995;7016;5393;5363;5378;6938;5366;5381;5756;5741;5726,0.002657845616340637,7.200000190734863
2024-10-01,2023-10-01,2024-09-30,mean,50,paper,7516;7531;7546;7013;6998;7909;7894;7879;6983;7019;6989;7004;7912;7882;7897;9045;9075;9060;7010;7725;7695;7710;9297;9312;9282;5393;5363;5378;8475;8490;8460;9465;9480;9450;5339;5354;6986;6980;5324;7001;8799;8784;6995;5369;5384;5381;5366;7016;7535;7520,0.002830733312293887,8.919999904632569
2024-11-01,2023-11-01,2024-10-31,mean,50,paper,9312;9297;9282;8460;8475;8490;9060;9045;9075;8544;8514;8529;8784;8799;9465;9450;9480;7725;7695;7710;7909;7894;7879;8853;8838;8823;7516;7546;7531;7013;8142;6998;6983;8127;8112;7921;7936;7951;7882;7912;7897;9284;9299;9314;9053;9083;9068;9318;9348;9333,0.0029224841855466366,8.200000171661378
2024-12-01,2023-12-01,2024-11-30,mean,50,paper,9060;9045;9075;7013;9450;9480;9465;6998;6983;7879;7909;7894;7951;7921;7936;9055;9070;9085;9282;9312;9297;8799;8784;7010;9083;9068;9053;7882;7897;7912;8853;8823;8838;8142;9348;9333;9318;9298;9313;9283;9314;9284;9299;6980;7695;7725;7710;6995;9302;9287,0.003285994054749608,7.379999828338623
2025-01-01,2024-01-01,2024-12-31,mean,50,paper,7013;9333;9348;9318;9480;9450;9465;6998;9045;9060;9075;6983;7879;7909;7894;8784;8799;7912;7897;7882;7921;7951;7936;4676;7010;9297;9282;9312;6980;9055;9070;9085;6986;7001;9053;9068;9083;6995;8823;8853;8838;8313;6989;9313;9298;9283;7725;7710;7695;8142,0.0028993100859224796,9.359999771118165
2025-02-01,2024-02-01,2025-01-31,mean,50,paper,9450;9480;9465;9318;9348;9333;9060;9075;9045;7909;7894;7879;8853;8823;8838;7710;7725;7695;8784;8799;8883;8898;8868;8619;8634;8604;9046;9061;9076;9070;9055;9085;8142;9053;9068;9083;9282;9312;9297;9280;9310;9295;8112;8127;9284;9314;9299;7897;7882;7912,0.0031219616066664457,5.2200001525878905
2025-03-01,2024-03-01,2025-02-28,mean,50,paper,9075;9045;9060;8823;8838;8853;7710;7725;7695;8898;8868;8883;8634;8604;8619;8142;7882;7912;7897;8127;8112;9085;9055;9070;8799;8784;9465;9480;9450;7013;7794;7809;9076;9046;9061;9318;9333;9348;8284;8299;8314;6998;8146;8161;8176;6983;8193;8208;8223;8475,0.0022583873942494392,0.8999999713897705
2025-04-01,2024-04-01,2025-03-31,mean,50,paper,9060;9075;9045;4673;4676;4658;4643;8853;8838;8823;8818;8803;8788;4640;4655;9085;9055;9070;9053;9083;9068;7894;7879;7909;7695;7710;7725;4619;4661;8883;8868;8898;4670;4646;4604;7912;7897;7882;9046;9076;9061;8604;8619;8634;9272;9302;9287;9056;9086;9071,0.001414559781551361,2.8399999618530276
2025-05-01,2024-05-01,2025-04-30,mean,50,paper,7879;7894;7909;7897;7912;7882;7915;7885;7900;7477;7492;7507;9055;9085;9070;9083;9053;9068;9081;9051;9066;7510;8818;8788;8803;4673;9272;9287;9302;9071;9056;9086;4676;4640;4655;4643;4658;8146;8161;8176;7951;7921;7936;8545;8530;8515;7552;7522;7537;4268,0.002176637062802911,6.160000095367431
2025-06-01,2024-06-01,2025-05-31,mean,50,paper,7909;7894;7879;4673;4676;4658;4643;4640;4655;7912;7882;7897;4646;4670;4661;7921;7936;7951;4667;4649;4268;4637;4619;4652;4664;4271;4604;7663;7678;7693;4238;4679;4256;7525;7540;7555;4241;4634;4253;9081;9066;9051;9021;9006;9036;4589;8023;8038;8053;4631,0.002037228085100651,9.939999809265137
2025-07-01,2024-07-01,2025-06-30,mean,50,paper,7909;7879;7894;7951;7921;7936;7663;7693;7678;4673;4268;7933;7948;7963;4271;8140;8125;8110;7897;7882;7912;4256;4676;4241;4238;4463;7900;7885;7915;4658;8461;8491;8476;4253;4490;4478;4643;4640;4259;4265;8515;8530;8545;4655;4646;4472;4244;4457;4475;4661,0.0020806826651096344,6.939999904632568
2025-08-01,2024-08-01,2025-07-31,mean,50,paper,7948;7963;7933;7663;7678;7693;7951;7921;7936;8140;8110;8125;7879;7909;7894;8035;8050;8020;8530;8515;8545;8073;8088;8058;7688;7658;7673;8491;8461;8476;8023;8053;8038;7694;7664;7679;8803;8788;8818;7915;7900;7885;8075;8090;8060;9029;9014;9044;8746;8731,0.002278087195008993,3.10000002861023
2025-09-01,2024-09-01,2025-08-31,mean,50,paper,7963;7933;7948;8680;8058;8088;8073;8038;8023;8053;7663;7678;7693;8081;8066;8096;8092;8062;8077;7936;7921;7951;8039;8054;8024;8090;8075;8060;8685;8715;8700;8386;8401;8371;8078;8093;8063;8761;8746;8731;8099;8084;8069;8367;8344;8329;8050;8035;8020;8413,0.0024813422933220863,2.9599999618530273
2025-10-01,2024-10-01,2025-09-30,mean,50,paper,7933;7963;7948;8680;8026;8011;8041;8386;8401;8371;9255;9240;9225;8329;8344;8671;9021;9006;9036;8403;8373;8388;8356;8683;8381;8411;8396;8367;8653;8668;8700;8685;8715;9035;9005;9020;8369;8717;8702;7678;7693;7663;8341;8326;8644;8659;8339;8354;8681;7984,0.0023517124354839325,6.119999904632568
2025-11-01,2024-11-01,2025-10-31,mean,50,paper,7963;7933;7948;8681;8666;8651;8367;8680;8369;8354;8339;8337;8352;8671;7984;7999;7969;8668;8653;8659;8644;8371;8401;8386;8683;8663;8648;8678;8329;8344;8649;8664;8041;8011;8026;9225;9240;9255;8673;7995;7980;7965;8657;8642;8672;8675;8645;8660;7942;7927,0.002157328650355339,0.7399999809265136
2025-12-01,2024-12-01,2025-11-30,mean,50,paper,7948;7933;7963;8681;8651;8666;8367;8386;8401;8371;8369;8339;8354;7999;7969;7984;8329;8344;8683;8649;8664;8352;8337;8673;8678;8648;8663;8680;8644;8659;8445;8415;8430;8671;8653;8668;8026;8041;8011;7996;7966;7981;8682;8359;7927;7942;7957;8672;8642;8657,0.0013182718539610505,0.5199999809265137
2026-01-01,2025-01-01,2025-12-31,mean,50,paper,8681;8666;8651;8367;7963;7933;7948;8371;8386;8401;8369;8354;8339;8337;8352;8344;8329;8680;8648;8678;8663;8645;8675;8660;7999;7984;7969;8683;8672;8673;8643;8658;8353;8338;8664;8679;8649;8668;8653;8642;8657;8715;8685;8700;8359;8646;8661;8676;8041;8026,0.0012680302606895566,3.6399999713897704
2026-02-01,2025-02-01,2026-01-31,mean,50,paper,7963;7933;7948;8369;8354;8339;8649;8679;8664;8683;8668;8653;8367;8680;8651;8681;8666;8650;8665;8344;8329;8362;8353;8338;8669;8684;8654;8682;8667;8652;8332;8347;8648;8663;8678;8352;8337;8368;8336;8351;8366;7969;7999;7984;8359;7945;7960;7930;8360;7927,0.0008243664633482695,1.140000011920929
2026-03-01,2025-03-01,2026-02-28,mean,50,paper,8369;8339;8354;8681;8651;8666;8683;8668;8653;8650;8665;8680;8353;8338;8649;8679;8664;8367;8667;8682;8652;8654;8669;8684;8368;8337;8352;8648;8663;8678;8411;8396;8381;8703;8718;8323;8293;8308;8660;8675;8645;8379;8409;8394;8720;8705;8362;8305;8320;8378,0.0009665470570325851,2.5600000047683715
2026-04-01,2025-04-01,2026-03-31,mean,50,paper,8668;8653;8683;8369;8339;8354;8651;8666;8681;8664;8679;8649;8367;8680;8650;8665;8353;8338;8682;8652;8667;8684;8654;8669;8337;8352;8323;8308;8293;8368;8718;8703;8663;8678;8648;8409;8379;8394;8309;8324;8294;8381;8411;8396;8305;8320;8391;8376;8406;8675,0.0008820639341138303,5.179999914169311
2026-05-01,2025-05-01,2026-04-30,mean,50,paper,8650;8680;8665;8308;8323;8293;8654;8684;8669;8774;8681;8666;8651;8668;8653;8683;8759;8744;8652;8682;8667;8339;8354;8369;8772;8649;8679;8664;8367;8718;8703;9003;8338;8353;8396;8381;8411;8320;8305;8379;8409;8394;8395;8410;8380;8352;8337;8729;8406;8376,0.0008963934378698468,5.320000095367432
2026-06-01,2025-06-01,2026-05-31,mean,50,paper,8665;8650;8680;8337;8352;8308;8293;8323;9667;9637;9652;9670;9640;9655;8669;8654;8684;8652;8682;8667;8774;8651;8666;8681;9633;9648;9663;9003;8339;8354;8369;8353;8338;8759;8744;8653;8683;8668;9662;9632;9647;9653;9638;9668;9671;9656;9641;8743;8758;9642,0.0004704511375166476,1.0199999809265137
2026-07-01,2025-07-01,2026-06-30,mean,50,paper,8650;8665;8680;8409;8379;8394;8323;8308;8293;8369;8354;8339;6410;6395;8367;8352;8337;7238;6074;8338;8353;8654;8684;8669;8368;6422;9667;9652;9637;6116;9648;9633;9663;6056;6425;6398;8411;8381;8396;6089;8681;8651;8666;6041;7232;7241;6101;8758;8743;9670,0.0002879478852264583,3.3000000667572023
2026-08-01,2025-08-01,2026-07-31,mean,50,paper,9667;9637;9652;6074;8379;8394;8409;6830;6410;6395;9643;9673;9658;8354;8339;8369;6422;6398;6056;6116;9672;9657;9642;7238;6041;9644;9659;9674;9663;9648;9633;8293;8323;8308;6413;6425;6836;6071;9649;9664;9634;6101;9647;9662;9632;7232;6083;6068;9640;9670,0.0001120549495681189,5.119999961853027
2023-01-01,2022-01-01,2022-12-31,sharpe,1,broker,9889,0.08311688154935837,0.0
2023-02-01,2022-02-01,2023-01-31,sharpe,1,broker,9889,0.08311694115400314,0.0
2023-03-01,2022-03-01,2023-02-28,sharpe,1,broker,9874,0.08311699330806732,0.0
2023-04-01,2022-04-01,2023-03-31,sharpe,1,broker,9859,0.0831170529127121,0.0
2023-05-01,2022-05-01,2023-04-30,sharpe,1,broker,9874,0.08311711251735687,0.0
2023-06-01,2022-06-01,2023-05-31,sharpe,1,broker,9859,0.08311716467142105,0.0
2023-07-01,2022-07-01,2023-06-30,sharpe,1,broker,8997,0.1053265705704689,8.0
2023-08-01,2022-08-01,2023-07-31,sharpe,1,broker,8997,0.0759177953004837,1.0
2023-09-01,2022-09-01,2023-08-31,sharpe,1,broker,6980,0.0864834263920784,8.0
2023-10-01,2022-10-01,2023-09-30,sharpe,1,broker,6980,0.10945631563663483,8.0
2023-11-01,2022-11-01,2023-10-31,sharpe,1,broker,6980,0.14600816369056702,8.0
2023-12-01,2022-12-01,2023-11-30,sharpe,1,broker,6980,0.13436125218868256,8.0
2024-01-01,2023-01-01,2023-12-31,sharpe,1,broker,7490,0.14326472580432892,8.0
2024-02-01,2023-02-01,2024-01-31,sharpe,1,broker,6881,0.11000458896160126,6.0
2024-03-01,2023-03-01,2024-02-29,sharpe,1,broker,6833,0.1635144054889679,10.0
2024-04-01,2023-04-01,2024-03-31,sharpe,1,broker,7112,0.15800468623638153,6.0
2024-05-01,2023-05-01,2024-04-30,sharpe,1,broker,7640,0.12817594408988953,4.0
2024-06-01,2023-06-01,2024-05-31,sharpe,1,broker,7640,0.14287768304347992,4.0
2024-07-01,2023-07-01,2024-06-30,sharpe,1,broker,9060,0.1266467571258545,0.0
2024-08-01,2023-08-01,2024-07-31,sharpe,1,broker,9075,0.1346612423658371,0.0
2024-09-01,2023-09-01,2024-08-31,sharpe,1,broker,7013,0.1391463577747345,14.0
2024-10-01,2023-10-01,2024-09-30,sharpe,1,broker,7013,0.1438831090927124,8.0
2024-11-01,2023-11-01,2024-10-31,sharpe,1,broker,9312,0.14777871966362,10.0
2024-12-01,2023-12-01,2024-11-30,sharpe,1,broker,7013,0.16344238817691803,6.0
2025-01-01,2024-01-01,2024-12-31,sharpe,1,broker,7013,0.14329160749912262,14.0
2025-02-01,2024-02-01,2025-01-31,sharpe,1,broker,9060,0.15296901762485504,6.0
2025-03-01,2024-03-01,2025-02-28,sharpe,1,broker,9075,0.11617984622716904,0.0
2025-04-01,2024-04-01,2025-03-31,sharpe,1,broker,9060,0.08331464976072311,0.0
2025-05-01,2024-05-01,2025-04-30,sharpe,1,broker,9081,0.1082623079419136,8.0
2025-06-01,2024-06-01,2025-05-31,sharpe,1,broker,9051,0.11015094071626663,11.0
2025-07-01,2024-07-01,2025-06-30,sharpe,1,broker,7693,0.11751922965049744,6.0
2025-08-01,2024-08-01,2025-07-31,sharpe,1,broker,7963,0.13548773527145386,0.0
2025-09-01,2024-09-01,2025-08-31,sharpe,1,broker,7933,0.1506325751543045,4.0
2025-10-01,2024-10-01,2025-09-30,sharpe,1,broker,7948,0.145301952958107,4.0
2025-11-01,2024-11-01,2025-10-31,sharpe,1,broker,7948,0.13131815195083618,0.0
2025-12-01,2024-12-01,2025-11-30,sharpe,1,broker,7948,0.09688478708267212,2.0
2026-01-01,2025-01-01,2025-12-31,sharpe,1,broker,8367,0.10916542261838913,4.0
2026-02-01,2025-02-01,2026-01-31,sharpe,1,broker,8649,0.07012449204921722,0.0
2026-03-01,2025-03-01,2026-02-28,sharpe,1,broker,8369,0.08457105606794357,2.0
2026-04-01,2025-04-01,2026-03-31,sharpe,1,broker,8649,0.07271101325750351,6.0
2026-05-01,2025-05-01,2026-04-30,sharpe,1,broker,8650,0.06971018016338348,6.0
2026-06-01,2025-06-01,2026-05-31,sharpe,1,broker,8650,0.03816891834139824,0.0
2026-07-01,2025-07-01,2026-06-30,sharpe,1,broker,8379,0.025071149691939354,4.0
2026-08-01,2025-08-01,2026-07-31,sharpe,1,broker,9652,0.010697384364902973,0.0
2023-01-01,2022-01-01,2022-12-31,sharpe,1,paper,9889,0.08311688154935837,0.0
2023-02-01,2022-02-01,2023-01-31,sharpe,1,paper,9889,0.08311694115400314,0.0
2023-03-01,2022-03-01,2023-02-28,sharpe,1,paper,9874,0.08311699330806732,0.0
2023-04-01,2022-04-01,2023-03-31,sharpe,1,paper,9859,0.0831170529127121,0.0
2023-05-01,2022-05-01,2023-04-30,sharpe,1,paper,9874,0.08311711251735687,0.0
2023-06-01,2022-06-01,2023-05-31,sharpe,1,paper,9859,0.08311716467142105,0.0
2023-07-01,2022-07-01,2023-06-30,sharpe,1,paper,8997,0.1053265705704689,8.0
2023-08-01,2022-08-01,2023-07-31,sharpe,1,paper,8997,0.0759177953004837,1.0
2023-09-01,2022-09-01,2023-08-31,sharpe,1,paper,6980,0.0864834263920784,8.0
2023-10-01,2022-10-01,2023-09-30,sharpe,1,paper,6980,0.10945631563663483,8.0
2023-11-01,2022-11-01,2023-10-31,sharpe,1,paper,6980,0.14600816369056702,8.0
2023-12-01,2022-12-01,2023-11-30,sharpe,1,paper,6980,0.13436125218868256,8.0
2024-01-01,2023-01-01,2023-12-31,sharpe,1,paper,7490,0.14326472580432892,8.0
2024-02-01,2023-02-01,2024-01-31,sharpe,1,paper,6881,0.11000458896160126,6.0
2024-03-01,2023-03-01,2024-02-29,sharpe,1,paper,6833,0.1635144054889679,10.0
2024-04-01,2023-04-01,2024-03-31,sharpe,1,paper,7112,0.15800468623638153,6.0
2024-05-01,2023-05-01,2024-04-30,sharpe,1,paper,7640,0.12817594408988953,4.0
2024-06-01,2023-06-01,2024-05-31,sharpe,1,paper,7640,0.14287768304347992,4.0
2024-07-01,2023-07-01,2024-06-30,sharpe,1,paper,9060,0.1266467571258545,0.0
2024-08-01,2023-08-01,2024-07-31,sharpe,1,paper,9075,0.1346612423658371,0.0
2024-09-01,2023-09-01,2024-08-31,sharpe,1,paper,7013,0.1391463577747345,14.0
2024-10-01,2023-10-01,2024-09-30,sharpe,1,paper,7013,0.1438831090927124,8.0
2024-11-01,2023-11-01,2024-10-31,sharpe,1,paper,9312,0.14777871966362,10.0
2024-12-01,2023-12-01,2024-11-30,sharpe,1,paper,7013,0.16344238817691803,6.0
2025-01-01,2024-01-01,2024-12-31,sharpe,1,paper,7013,0.14329160749912262,14.0
2025-02-01,2024-02-01,2025-01-31,sharpe,1,paper,9060,0.15296901762485504,6.0
2025-03-01,2024-03-01,2025-02-28,sharpe,1,paper,9075,0.11617984622716904,0.0
2025-04-01,2024-04-01,2025-03-31,sharpe,1,paper,9060,0.08331464976072311,0.0
2025-05-01,2024-05-01,2025-04-30,sharpe,1,paper,9081,0.1082623079419136,8.0
2025-06-01,2024-06-01,2025-05-31,sharpe,1,paper,9051,0.11015094071626663,11.0
2025-07-01,2024-07-01,2025-06-30,sharpe,1,paper,7693,0.11751922965049744,6.0
2025-08-01,2024-08-01,2025-07-31,sharpe,1,paper,7963,0.13548773527145386,0.0
2025-09-01,2024-09-01,2025-08-31,sharpe,1,paper,7933,0.1506325751543045,4.0
2025-10-01,2024-10-01,2025-09-30,sharpe,1,paper,7948,0.145301952958107,4.0
2025-11-01,2024-11-01,2025-10-31,sharpe,1,paper,7948,0.13131815195083618,0.0
2025-12-01,2024-12-01,2025-11-30,sharpe,1,paper,7948,0.09688478708267212,2.0
2026-01-01,2025-01-01,2025-12-31,sharpe,1,paper,8367,0.10916542261838913,4.0
2026-02-01,2025-02-01,2026-01-31,sharpe,1,paper,8649,0.07012449204921722,0.0
2026-03-01,2025-03-01,2026-02-28,sharpe,1,paper,8369,0.08457105606794357,2.0
2026-04-01,2025-04-01,2026-03-31,sharpe,1,paper,8649,0.07271101325750351,6.0
2026-05-01,2025-05-01,2026-04-30,sharpe,1,paper,8650,0.06971018016338348,6.0
2026-06-01,2025-06-01,2026-05-31,sharpe,1,paper,8650,0.03816891834139824,0.0
2026-07-01,2025-07-01,2026-06-30,sharpe,1,paper,8379,0.025071149691939354,4.0
2026-08-01,2025-08-01,2026-07-31,sharpe,1,paper,9652,0.010697384364902973,0.0
2023-01-01,2022-01-01,2022-12-31,sharpe,50,broker,9889;9874;9859;9890;9860;9875;9863;9878;9893;9498;9513;9528;9885;9855;9870;9897;9867;9882;9896;9866;9881;9770;9800;9785;9871;9856;9886;9899;9869;9884;9783;9768;9798;9879;9864;9894;9536;9521;9506;9883;9868;9898;9694;9769;9709;9679;9799;9784;9539;9524,0.08311688154935837,0.0
2023-02-01,2022-02-01,2023-01-31,sharpe,50,broker,9889;9859;9874;9860;9890;9875;9878;9863;9893;9528;9498;9513;9870;9855;9885;9867;9882;9897;9881;9866;9896;9800;9785;9770;9856;9871;9886;9884;9869;9899;9768;9798;9783;9879;9894;9864;9506;9521;9536;9898;9883;9868;9769;9709;9679;9799;9694;9784;6989;9524,0.08311694115400314,0.1999999964237213
2023-03-01,2022-03-01,2023-02-28,sharpe,50,broker,9874;9859;9889;9890;9860;9875;9878;9863;9893;9513;9528;9498;9855;9885;9870;9867;9882;9897;9881;9866;9896;9800;9785;9770;9871;9886;9856;9884;9899;9869;9798;9768;9783;9879;9864;9894;9521;9506;9536;9898;9868;9883;9784;9799;9679;9769;9709;9694;9524;9539,0.08311699330806732,0.0
2023-04-01,2022-04-01,2023-03-31,sharpe,50,broker,9859;9889;9874;9875;9860;9890;9878;9863;9893;9498;9528;9513;9870;9885;9855;9867;9897;9882;9866;9881;9896;9770;9785;9800;9856;9886;9871;9899;9884;9869;9783;9768;9798;9879;9864;9894;9506;9521;9536;6989;7004;8454;8439;8424;9868;9898;9883;6986;7001;9694,0.0831170529127121,0.7600000238418578
2023-05-01,2022-05-01,2023-04-30,sharpe,50,broker,9874;9859;9889;8424;8439;8454;9890;9860;9875;9878;9863;9893;9528;9513;9498;9870;9885;9855;9897;9882;9867;6989;8426;8441;8456;9881;9866;9896;7004;6986;7001;9770;9800;9785;6884;9856;9871;9886;6854;6881;6869;9884;9869;9899;8415;8430;9798;9768;9783;4859,0.08311711251735687,1.6400000524520872
2023-06-01,2022-06-01,2023-05-31,sharpe,50,broker,9859;9889;9874;8745;8730;8760;9860;9890;9875;8424;8454;8439;9893;9878;9863;9855;9870;9885;9867;9882;9897;7701;7731;7716;8775;8805;8790;9881;9866;9896;8487;8502;8472;9800;9785;9770;9054;9084;9069;6881;9856;9871;9886;8118;8103;8130;9042;9012;9027;9869,0.08311716467142105,0.5200000143051148
2023-07-01,2022-07-01,2023-06-30,sharpe,50,broker,8997;8967;8982;7683;7668;7653;9874;9859;9889;9795;9705;9690;9675;9765;9780;8999;6980;7007;8969;8984;6881;6995;7010;6989;7001;6884;6986;7004;6854;6869;6992;6833;4859;4916;6803;4814;4856;4844;4751;4910;6977;4799;6851;8760;8730;8745;4922;4829;6866;6983,0.1053265705704689,5.98
2023-08-01,2022-08-01,2023-07-31,sharpe,50,broker,8997;7653;7668;7683;8982;8967;6980;6881;6995;6884;4910;7007;6869;4859;7010;7001;4844;6986;4922;4919;4925;4829;4916;6854;6992;6989;4856;4907;6977;7004;4913;4841;4949;4931;6866;6851;4934;4826;8760;8730;8745;4940;4928;7013;6998;6983;4880;4892;4865;4847,0.0759177953004837,10.219999618530274
2023-09-01,2022-09-01,2023-08-31,sharpe,50,broker,6980;6995;6881;4910;6884;4925;6869;7007;4922;7010;4913;4907;6992;7001;6986;6854;6851;6866;8997;4940;4928;6977;6998;6983;6848;4916;7016;4943;6878;4937;7082;6860;7668;7653;7683;4859;7004;7013;8967;8982;6989;6929;6875;4844;4919;6845;6899;6863;4931;6914,0.0864834263920784,9.879999618530274
2023-10-01,2022-10-01,2023-09-30,sharpe,50,broker,6980;6995;7007;6992;7010;6977;4910;4913;4925;6983;6998;6881;4928;7001;4940;6986;4943;4916;7013;7518;7548;7533;7016;4922;7666;7651;7681;4907;4931;7506;6866;4919;6851;6878;4937;7683;7668;7653;4949;6848;6833;4946;4934;6869;6818;6989;6884;6860;6803;6863,0.10945631563663483,7.760000114440918
2023-11-01,2022-11-01,2023-10-31,sharpe,50,broker,6980;6995;7007;7010;6992;6977;6998;6983;6986;7001;7013;7016;6881;6851;4913;6833;6818;6866;6803;4910;6878;4916;6848;4925;7046;4928;6812;4943;4940;6989;6830;6797;6821;7004;6836;6806;7061;6863;6875;6860;6800;7031;4922;6845;7681;7651;7666;4931;6827;6839,0.14600816369056702,7.759999980926514
