date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2025-12-30,2025-12-30 13:45:00,2025-12-30 14:00:00,BTCUSD,BUY,loss,-1.1,4.6,3.6,18.0,0.0256,0.02,False,-3.96,20.0,16.04,1
2025-12-31,2025-12-31 13:30:00,2025-12-31 13:45:00,BTCUSD,SELL,loss,-1.1,3.69,3.6,22.44,0.0205,0.02,False,-3.96,16.04,12.08,1
2026-01-01,2026-01-01 13:45:00,2026-01-01 15:15:00,BTCUSD,SELL,loss,-1.1,2.78,1.8,14.9,0.0154,0.01,False,-1.98,12.08,10.1,1
2026-01-06,2026-01-06 13:30:00,2026-01-06 14:00:00,BTCUSD,SELL,loss,-1.1,2.32,1.8,17.82,0.0129,0.01,False,-1.98,10.1,8.12,1
2026-01-07,2026-01-07 14:00:00,2026-01-07 14:00:00,BTCUSD,SELL,loss,-1.1,1.87,1.8,22.17,0.0104,0.01,False,-1.98,8.12,6.14,1
2026-01-08,2026-01-08 13:30:00,2026-01-08 13:30:00,BTCUSD,SELL,loss,-1.1,1.41,1.8,29.32,0.0078,0.01,True,-1.98,6.14,4.16,1
2026-01-14,2026-01-14 13:45:00,2026-01-14 14:00:00,BTCUSD,SELL,loss,-1.1,0.96,1.8,43.27,0.0053,0.01,True,-1.98,4.16,2.18,1
2026-01-15,2026-01-15 13:30:00,2026-01-15 13:30:00,BTCUSD,SELL,win,1.0111,0.5,1.8,82.57,0.0028,0.01,True,1.82,2.18,4.0,1
2026-01-20,2026-01-20 13:30:00,2026-01-20 13:30:00,BTCUSD,SELL,loss,-1.1,0.92,1.8,45.0,0.0051,0.01,True,-1.98,4.0,2.02,1
2026-01-21,2026-01-21 13:30:00,2026-01-21 13:30:00,BTCUSD,BUY,loss,-1.1,0.46,1.8,89.11,0.0026,0.01,True,-1.98,2.02,0.04,1
2026-01-27,2026-01-27 13:30:00,2026-01-27 13:30:00,BTCUSD,BUY,loss,-1.1,0.01,1.8,4502.25,0.0001,0.01,True,-1.98,0.04,0.0,1
2026-01-28,2026-01-28 13:30:00,2026-01-28 13:30:00,BTCUSD,BUY,loss,-1.1,0.0,1.8,0.0,0.0,0.01,True,-1.98,0.0,0.0,1
2026-02-03,2026-02-03 13:45:00,2026-02-03 13:45:00,BTCUSD,SELL,loss,-1.1,0.0,1.8,0.0,0.0,0.01,True,-1.98,0.0,0.0,1
2026-02-04,2026-02-04 13:30:00,2026-02-04 13:30:00,BTCUSD,SELL,loss,-1.1,0.0,1.8,0.0,0.0,0.01,True,-1.98,0.0,0.0,1
2026-02-05,2026-02-05 14:00:00,2026-02-05 14:00:00,BTCUSD,BUY,win,1.0111,0.0,1.8,0.0,0.0,0.01,True,1.82,0.0,1.82,1
2026-02-10,2026-02-10 13:30:00,2026-02-10 13:30:00,BTCUSD,BUY,win,1.0111,0.42,1.8,98.9,0.0023,0.01,True,1.82,1.82,3.64,1
2026-02-11,2026-02-11 13:30:00,2026-02-11 13:30:00,BTCUSD,BUY,loss,-1.1,0.84,1.8,49.45,0.0047,0.01,True,-1.98,3.64,1.66,1
2026-02-12,2026-02-12 13:30:00,2026-02-12 13:30:00,BTCUSD,BUY,loss,-1.1,0.38,1.8,108.44,0.0021,0.01,True,-1.98,1.66,0.0,1
