symbol,session_date,direction,entry_mode,stop_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,asian_high,asian_low,asian_range,adr,range_adr_fraction,exit_mode,trail_start_r,trail_distance_r,mae_r,ambiguous_bar,instrument,trade_id,portfolio_status,portfolio_risk_cash,portfolio_risk_pct,portfolio_pnl_cash,portfolio_balance_after_exit,portfolio_exit_sequence
GBPJPY..,2026-07-22,sell,confirmed_close,opposite,1.7,2026-07-22 12:00:00+00:00,2026-07-22 17:00:00+00:00,217.928,218.397,217.13070000000002,218.305,-0.8038379530917149,loss,218.397,217.964,0.4329999999999927,1.2467857142857153,0.3472930392437636,trailing,1.0,1.0,-0.840085287846504,False,GBPJPY,58,accepted,8.452471227497226,0.8,-6.794417170077985,1051.4639956466626,68
BTCUSD,2026-07-23,sell,confirmed_close,midpoint,1.7,2026-07-23 10:15:00+00:00,2026-07-23 17:00:00+00:00,65407.7,65902.65,64566.285,64851.4,1.1239519143347791,win,66271.7,65533.6,738.0999999999985,1545.1071428571433,0.4777015001271283,trailing,1.0,1.0,-0.7321951712294391,False,BTCUSD,25,accepted,8.411711965173302,0.8,9.454359766089299,1075.2182657535466,70
XAUUSD..,2026-07-23,sell,confirmed_close,midpoint,1.7,2026-07-23 10:15:00+00:00,2026-07-23 15:16:00+00:00,4106.6,4126.455,4072.846500000001,4072.846500000001,1.7,win,4140.82,4112.09,28.729999999999563,84.95714285714273,0.33817050613754374,trailing,1.0,1.0,-0.27751196172245934,False,XAUUSD,77,accepted,8.411711965173302,0.8,14.299910340794613,1065.7639059874573,69
GBPJPY..,2026-07-23,buy,confirmed_close,opposite,1.7,2026-07-23 11:00:00+00:00,2026-07-23 17:00:00+00:00,218.422,217.902,219.306,218.503,0.1557692307692063,win,218.372,217.902,0.4700000000000273,1.1851428571428582,0.3965766634522888,trailing,1.0,1.0,-0.7365384615384658,False,GBPJPY,59,accepted,8.411711965173302,0.8,1.3102859022671738,1076.5285516558138,71
BTCUSD,2026-07-24,buy,confirmed_close,midpoint,1.7,2026-07-24 10:15:00+00:00,2026-07-24 12:05:00+00:00,65728.4,65050.8,66880.31999999998,65050.8,-1.0,loss,65411.1,64690.5,720.5999999999985,1537.1642857142858,0.46878528645046674,trailing,1.0,1.0,-1.0,False,BTCUSD,26,accepted,5.382642758279069,0.5,-5.382642758279069,1071.1459088975348,72
GBPJPY..,2026-07-24,buy,confirmed_close,opposite,1.7,2026-07-24 10:30:00+00:00,2026-07-24 17:00:00+00:00,218.381,217.82,219.3347,218.281,-0.17825311942957764,loss,218.321,217.82,0.5010000000000048,1.1768571428571448,0.42571012381646367,trailing,1.0,1.0,-0.7486631016042464,False,GBPJPY,60,accepted,5.382642758279069,0.5,-0.95947286243827,1070.1864360350964,73
XAUUSD..,2026-07-24,buy,confirmed_close,midpoint,1.7,2026-07-24 11:30:00+00:00,2026-07-24 17:00:00+00:00,4052.12,4036.875,4078.0364999999997,4069.95,1.1695637914070223,win,4050.68,4023.07,27.609999999999673,86.85142857142844,0.31789920389498977,trailing,1.0,1.0,-0.4919645785503479,False,XAUUSD,78,accepted,5.382642758279069,0.5,6.295344072162419,1076.4817801072588,74
BTCUSD,2026-07-25,sell,confirmed_close,midpoint,1.7,2026-07-25 09:45:00+00:00,2026-07-25 12:01:00+00:00,63917.0,64039.95,63707.98500000001,63863.049999999996,0.4387962586417702,win,64146.1,63933.8,212.29999999999563,1560.285714285715,0.13606482329243444,trailing,1.0,1.0,-0.5506303375356321,False,BTCUSD,27,accepted,5.382408900536294,0.5,2.3617808880354896,1078.8435609952944,75
GBPJPY..,2026-07-28,buy,confirmed_close,opposite,1.7,2026-07-28 10:30:00+00:00,2026-07-28 17:00:00+00:00,217.86100000000002,217.341,218.74500000000003,217.912,0.09807692307689754,win,217.815,217.341,0.47399999999998954,1.0882857142857176,0.43554738776580687,trailing,1.0,1.0,-0.6269230769231066,False,GBPJPY,61,accepted,5.394217804976472,0.5,0.5290482847187086,1079.3726092800132,76
XAUUSD..,2026-07-29,buy,confirmed_close,midpoint,1.7,2026-07-29 08:45:00+00:00,2026-07-29 15:16:00+00:00,4039.33,4024.0299999999997,4065.34,4024.0299999999997,-1.0,loss,4037.75,4010.31,27.440000000000055,80.19142857142853,0.3421812092492972,trailing,1.0,1.0,-1.0,False,XAUUSD,79,accepted,5.396863046400066,0.5,-5.396863046400066,1073.975746233613,77
BTCUSD,2026-07-29,buy,confirmed_close,midpoint,1.7,2026-07-29 09:30:00+00:00,2026-07-29 17:00:00+00:00,64321.9,63781.5,65240.58,64501.0,0.33142116950406747,win,64102.5,63460.5,642.0,1398.7071428571446,0.4589952966770328,trailing,1.0,1.0,-0.4913027387120638,False,BTCUSD,28,accepted,5.396863046400066,0.5,1.7886346624911942,1075.7643808961043,78
GBPJPY..,2026-07-30,buy,confirmed_close,opposite,1.7,2026-07-30 11:15:00+00:00,2026-07-30 13:15:00+00:00,218.465,218.067,219.14159999999998,218.067,-1.0,loss,218.438,218.067,0.3709999999999809,1.0675000000000057,0.3475409836065376,trailing,1.0,1.0,-1.0,False,GBPJPY,62,accepted,5.378821904480521,0.5,-5.378821904480521,1070.3855589916238,79
XAUUSD..,2026-07-31,sell,confirmed_close,midpoint,1.7,2026-07-31 11:00:00+00:00,2026-07-31 16:42:00+00:00,4067.53,4091.83,4026.2200000000007,4026.2200000000007,1.7,win,4111.65,4072.01,39.63999999999942,84.9292857142857,0.46674123850934135,trailing,1.0,1.0,-0.016049382716044322,False,XAUUSD,80,accepted,8.56308447193299,0.8,14.557243602286084,1084.9428025939098,80
BTCUSD,2026-08-01,buy,confirmed_close,midpoint,1.7,2026-08-01 08:15:00+00:00,2026-08-01 17:00:00+00:00,63067.1,62909.25,63335.44499999999,62999.9,-0.4257206208425576,loss,63040.9,62777.6,263.3000000000029,1545.8571428571454,0.17032621753997018,trailing,1.0,1.0,-0.9553373455812292,False,BTCUSD,29,accepted,5.424714012969549,0.5,-2.309412617494718,1082.6333899764152,81
