symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
GBPUSD,30,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,SELL,1.34631,1.34785,1.34431,1.34524,timeout,0.6299,0.0649,10.0,107.0,1.34671,1.34631,1.098,154.0,0.01,200.0,0.01
USDCAD,30,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,BUY,1.36953,1.36799,1.37153,1.37071,timeout,0.6688,0.0974,15.0,118.0,1.36953,1.36928,0.9669,108.51,0.01,200.0,0.01
AUDUSD,30,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67107,0.66753,0.66846,timeout,0.6364,0.0584,9.0,107.0,0.66992,0.66953,1.8571,154.0,0.01,200.0,0.01
AUDUSD,30,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:15:00,BUY,0.668,0.66646,0.67,0.67,win,1.2403,0.0584,9.0,200.0,0.668,0.66763,1.0951,154.0,0.01,200.0,0.01
GBPUSD,30,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,BUY,1.34762,1.34608,1.34962,1.34675,timeout,-0.6299,0.0649,10.0,-87.0,1.34762,1.34711,0.7353,154.0,0.01,200.0,0.01
USDCAD,30,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,SELL,1.37155,1.37309,1.36955,1.37091,timeout,0.3182,0.0974,15.0,64.0,1.37184,1.37155,0.6711,108.51,0.01,200.0,0.01
EURUSD,30,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.17376,1.1773,1.17448,timeout,-0.5844,0.0519,8.0,-82.0,1.1753,1.17495,1.0,154.0,0.01,200.0,0.01
AUDUSD,30,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 01:30:00,SELL,0.67322,0.67476,0.67122,0.67476,loss,-1.0584,0.0584,9.0,-154.0,0.67371,0.67322,1.75,154.0,0.01,200.0,0.01
EURUSD,30,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.16893,1.16739,1.17093,1.16942,timeout,0.2662,0.0519,8.0,49.0,1.16893,1.16848,1.5479,154.0,0.01,200.0,0.01
GBPUSD,30,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.35027,1.34873,1.35227,1.35112,timeout,0.487,0.0649,10.0,85.0,1.35027,1.3497,1.4457,154.0,0.01,200.0,0.01
